IncidentKey,IncidentId,CreatedAtUTC,AcknowledgedAtUTC,TriagedAtUTC,ContainedAtUTC,ResolvedAtUTC,ClosedAtUTC,CreatedDateKey,CreatedTimeKey,SourceProductKey,AssetKey,DetectionRuleKey,SeverityKey,StatusKey,AnalystKey,ClassificationKey,SLAKey,AlertKey,IncidentCount,RiskScore,AcknowledgementMinutes,TriageMinutes,ContainmentMinutes,ResolutionMinutes,RecoveryMinutes,IsEscalated,IsReopened,IsFalsePositive,SLAOverallMet,DataClassification
994,INC-00000994,2025-02-08T20:35:08Z,2025-02-08T20:39:08Z,2025-02-08T21:34:08Z,2025-02-08T22:46:08Z,2025-02-08T23:47:08Z,2025-02-09T03:01:08Z,20250208,2035,4,235,37,2,5,11,1,2,14902,1,59.0,4.0,59.0,131.0,192.0,194.0,False,False,False,True,SYNTHETIC_DEMO_DATA
995,INC-00000995,2026-01-27T08:35:11Z,2026-01-27T09:10:11Z,2026-01-27T09:49:11Z,2026-01-27T11:59:11Z,2026-01-27T16:03:11Z,2026-01-28T03:40:11Z,20260127,835,3,199,8,1,5,0,1,1,17650,1,42.8,35.0,74.0,204.0,448.0,697.0,False,False,False,True,SYNTHETIC_DEMO_DATA
996,INC-00000996,2025-12-18T18:25:16Z,2025-12-18T19:27:16Z,2025-12-18T19:44:16Z,2025-12-18T20:14:16Z,,,20251218,1825,6,165,2,2,3,15,0,2,6100,1,48.3,62.0,79.0,109.0,,,False,False,False,False,SYNTHETIC_DEMO_DATA
997,INC-00000997,2026-04-19T10:59:23Z,2026-04-19T12:12:23Z,2026-04-19T12:27:23Z,2026-04-19T18:36:23Z,2026-04-19T23:00:23Z,2026-04-20T07:44:23Z,20260419,1055,5,110,35,1,5,7,1,1,10183,1,36.0,73.0,88.0,457.0,721.0,524.0,False,False,False,True,SYNTHETIC_DEMO_DATA
998,INC-00000998,2025-07-23T13:23:33Z,2025-07-23T14:01:33Z,2025-07-23T14:37:33Z,2025-07-23T15:23:33Z,,,20250723,1320,3,136,29,1,3,18,0,1,17040,1,45.7,38.0,74.0,120.0,,,False,False,False,False,SYNTHETIC_DEMO_DATA
999,INC-00000999,2025-07-08T15:30:12Z,2025-07-08T15:41:12Z,2025-07-08T16:14:12Z,2025-07-08T19:12:12Z,2025-07-08T21:50:12Z,2025-07-09T07:48:12Z,20250708,1530,5,184,14,1,5,11,1,1,10625,1,33.3,11.0,44.0,222.0,380.0,598.0,False,False,False,True,SYNTHETIC_DEMO_DATA
1000,INC-00001000,2025-12-08T09:22:50Z,2025-12-08T10:42:50Z,2025-12-08T10:49:50Z,2025-12-08T13:05:50Z,2025-12-08T15:15:50Z,,20251208,920,3,234,8,1,4,4,1,1,17207,1,24.1,80.0,87.0,223.0,353.0,,False,False,False,True,SYNTHETIC_DEMO_DATA
1001,INC-00001001,2026-06-01T14:10:22Z,2026-06-01T14:33:22Z,2026-06-01T15:22:22Z,2026-06-01T16:26:22Z,2026-06-01T18:10:22Z,2026-06-02T02:35:22Z,20260601,1410,7,30,10,2,5,16,1,2,8278,1,66.2,23.0,72.0,136.0,240.0,505.0,True,False,False,True,SYNTHETIC_DEMO_DATA
1002,INC-00001002,2025-05-20T12:31:15Z,2025-05-20T12:51:15Z,2025-05-20T13:13:15Z,2025-05-20T16:03:15Z,2025-05-20T19:30:15Z,2025-05-20T21:44:15Z,20250520,1230,3,96,4,2,5,9,3,2,6297,1,61.9,20.0,42.0,212.0,419.0,134.0,False,False,True,True,SYNTHETIC_DEMO_DATA
1003,INC-00001003,2025-02-01T14:58:12Z,2025-02-01T15:21:12Z,2025-02-01T15:34:12Z,2025-02-01T15:47:12Z,2025-02-01T16:42:12Z,,20250201,1455,3,100,42,5,4,5,1,5,6911,1,100,23.0,36.0,49.0,104.0,,True,False,False,False,SYNTHETIC_DEMO_DATA
1004,INC-00001004,2025-07-20T09:45:20Z,2025-07-20T09:59:20Z,2025-07-20T10:37:20Z,2025-07-20T13:05:20Z,2025-07-20T14:07:20Z,2025-07-20T23:36:20Z,20250720,945,4,50,15,2,5,13,2,2,9976,1,66.4,14.0,52.0,200.0,262.0,569.0,False,False,True,True,SYNTHETIC_DEMO_DATA
1005,INC-00001005,2026-05-17T13:08:39Z,2026-05-17T13:31:39Z,2026-05-17T13:50:39Z,2026-05-17T16:12:39Z,2026-05-18T02:10:39Z,2026-05-18T11:26:39Z,20260517,1305,2,3,6,3,5,7,1,3,11842,1,69.0,23.0,42.0,184.0,782.0,556.0,False,False,False,True,SYNTHETIC_DEMO_DATA
1006,INC-00001006,2025-10-13T15:13:34Z,2025-10-13T15:26:34Z,2025-10-13T15:35:34Z,2025-10-13T18:31:34Z,2025-10-13T19:32:34Z,2025-10-13T22:18:34Z,20251013,1510,6,178,11,1,5,16,2,1,12413,1,41.9,13.0,22.0,198.0,259.0,166.0,False,False,True,True,SYNTHETIC_DEMO_DATA
1007,INC-00001007,2026-06-12T04:00:26Z,2026-06-12T04:14:26Z,2026-06-12T04:54:26Z,2026-06-12T07:15:26Z,2026-06-13T03:05:26Z,2026-06-13T10:21:26Z,20260612,400,6,177,20,1,5,9,1,1,17847,1,44.3,14.0,54.0,195.0,1385.0,436.0,False,True,False,True,SYNTHETIC_DEMO_DATA
1008,INC-00001008,2026-02-11T08:01:17Z,2026-02-11T08:14:17Z,2026-02-11T08:35:17Z,2026-02-11T11:53:17Z,2026-02-12T04:14:17Z,2026-02-12T08:08:17Z,20260211,800,7,13,24,1,5,2,1,1,4550,1,28.2,13.0,34.0,232.0,1213.0,234.0,False,False,False,True,SYNTHETIC_DEMO_DATA
1009,INC-00001009,2025-10-25T14:27:30Z,2025-10-25T14:51:30Z,2025-10-25T15:20:30Z,2025-10-25T16:42:30Z,2025-10-25T18:17:30Z,2025-10-25T18:28:30Z,20251025,1425,3,118,45,2,5,14,2,2,2603,1,60.4,24.0,53.0,135.0,230.0,11.0,False,False,True,True,SYNTHETIC_DEMO_DATA
1010,INC-00001010,2025-05-04T15:32:46Z,2025-05-04T16:07:46Z,2025-05-04T16:27:46Z,2025-05-04T17:00:46Z,2025-05-05T20:39:46Z,2025-05-05T22:00:46Z,20250504,1530,5,22,14,1,5,6,3,1,1455,1,35.9,35.0,55.0,88.0,1747.0,81.0,False,False,True,True,SYNTHETIC_DEMO_DATA
1011,INC-00001011,2026-06-25T09:41:48Z,2026-06-25T10:13:48Z,2026-06-25T11:05:48Z,2026-06-25T12:25:48Z,,,20260625,940,1,76,42,1,3,17,0,1,6293,1,36.4,32.0,84.0,164.0,,,False,False,False,False,SYNTHETIC_DEMO_DATA
1012,INC-00001012,2025-06-02T15:16:29Z,2025-06-02T15:38:29Z,2025-06-02T16:21:29Z,2025-06-02T16:52:29Z,2025-06-02T18:34:29Z,2025-06-02T19:18:29Z,20250602,1515,5,182,6,4,5,13,2,4,10051,1,91.5,22.0,65.0,96.0,198.0,44.0,True,False,True,True,SYNTHETIC_DEMO_DATA
1013,INC-00001013,2026-07-13T12:29:56Z,2026-07-13T13:06:56Z,2026-07-13T13:16:56Z,2026-07-13T13:36:56Z,2026-07-13T16:18:56Z,2026-07-13T23:32:56Z,20260713,1225,1,128,38,2,5,4,1,2,2989,1,56.0,37.0,47.0,67.0,229.0,434.0,False,False,False,True,SYNTHETIC_DEMO_DATA
1014,INC-00001014,2025-04-13T08:33:24Z,2025-04-13T09:34:24Z,2025-04-13T10:08:24Z,2025-04-13T11:29:24Z,2025-04-13T12:00:24Z,2025-04-13T22:28:24Z,20250413,830,3,3,4,3,5,16,3,3,16019,1,64.2,61.0,95.0,176.0,207.0,628.0,False,False,True,False,SYNTHETIC_DEMO_DATA
1015,INC-00001015,2025-09-29T09:16:27Z,2025-09-29T09:21:27Z,2025-09-29T10:16:27Z,2025-09-29T12:20:27Z,2025-09-29T17:27:27Z,,20250929,915,6,87,9,1,4,7,2,1,5765,1,44.7,5.0,60.0,184.0,491.0,,False,False,True,True,SYNTHETIC_DEMO_DATA
1016,INC-00001016,2025-07-12T16:04:44Z,2025-07-12T16:06:44Z,2025-07-12T17:16:44Z,2025-07-12T22:30:44Z,2025-07-12T22:51:44Z,2025-07-13T05:38:44Z,20250712,1600,3,140,3,3,5,2,1,3,10077,1,84.7,2.0,72.0,386.0,407.0,407.0,False,False,False,False,SYNTHETIC_DEMO_DATA
1017,INC-00001017,2025-10-13T13:46:38Z,2025-10-13T13:56:38Z,2025-10-13T14:43:38Z,2025-10-13T16:45:38Z,2025-10-13T18:25:38Z,2025-10-14T00:32:38Z,20251013,1345,1,223,37,2,5,12,1,2,8792,1,56.1,10.0,57.0,179.0,279.0,367.0,False,False,False,True,SYNTHETIC_DEMO_DATA
1018,INC-00001018,2025-05-16T19:49:39Z,2025-05-16T20:16:39Z,2025-05-16T20:29:39Z,2025-05-17T00:50:39Z,2025-05-17T03:22:39Z,2025-05-17T04:03:39Z,20250516,1945,6,24,4,2,5,5,4,2,13325,1,57.5,27.0,40.0,301.0,453.0,41.0,False,False,False,True,SYNTHETIC_DEMO_DATA
1019,INC-00001019,2025-02-21T10:14:15Z,2025-02-21T10:25:15Z,2025-02-21T10:40:15Z,2025-02-21T11:50:15Z,2025-02-21T15:32:15Z,2025-02-21T23:23:15Z,20250221,1010,4,15,33,4,5,18,1,4,4025,1,98.2,11.0,26.0,96.0,318.0,471.0,True,False,False,True,SYNTHETIC_DEMO_DATA
1020,INC-00001020,2025-03-11T12:48:27Z,2025-03-11T13:00:27Z,2025-03-11T13:53:27Z,2025-03-11T15:13:27Z,2025-03-11T18:07:27Z,2025-03-11T23:27:27Z,20250311,1245,6,160,5,3,5,10,1,3,9437,1,71.2,12.0,65.0,145.0,319.0,320.0,False,False,False,True,SYNTHETIC_DEMO_DATA
1021,INC-00001021,2025-05-10T08:35:56Z,2025-05-10T08:41:56Z,2025-05-10T08:50:56Z,2025-05-10T10:35:56Z,2025-05-10T10:53:56Z,2025-05-10T18:56:56Z,20250510,835,2,176,15,4,5,4,1,4,3777,1,100,6.0,15.0,120.0,138.0,483.0,True,False,False,True,SYNTHETIC_DEMO_DATA
1022,INC-00001022,2025-09-12T12:56:04Z,2025-09-12T14:41:04Z,2025-09-12T14:55:04Z,,,,20250912,1255,7,48,41,1,2,12,0,1,15724,1,41.4,105.0,119.0,,,,False,False,False,False,SYNTHETIC_DEMO_DATA
1023,INC-00001023,2025-11-11T10:55:14Z,2025-11-11T11:17:14Z,2025-11-11T11:42:14Z,2025-11-11T12:40:14Z,2025-11-11T15:58:14Z,2025-11-11T20:45:14Z,20251111,1055,1,42,19,1,5,5,2,1,13844,1,59.6,22.0,47.0,105.0,303.0,287.0,True,False,True,True,SYNTHETIC_DEMO_DATA
1024,INC-00001024,2026-04-01T11:01:48Z,2026-04-01T11:28:48Z,2026-04-01T11:44:48Z,2026-04-01T13:03:48Z,2026-04-01T19:59:48Z,,20260401,1100,3,49,24,3,4,18,1,3,3465,1,62.4,27.0,43.0,122.0,538.0,,False,False,False,True,SYNTHETIC_DEMO_DATA
1025,INC-00001025,2026-03-26T21:16:43Z,2026-03-26T22:30:43Z,2026-03-26T23:24:43Z,2026-03-27T00:21:43Z,2026-03-27T03:48:43Z,2026-03-27T12:59:43Z,20260326,2115,2,203,42,1,5,9,1,1,10757,1,50.4,74.0,128.0,185.0,392.0,551.0,False,False,False,True,SYNTHETIC_DEMO_DATA
1026,INC-00001026,2026-01-09T17:01:49Z,2026-01-09T17:29:49Z,2026-01-09T18:35:49Z,2026-01-09T22:53:49Z,2026-01-10T00:21:49Z,2026-01-10T04:14:49Z,20260109,1700,1,161,26,1,5,2,4,1,12414,1,30.1,28.0,94.0,352.0,440.0,233.0,False,False,False,True,SYNTHETIC_DEMO_DATA
1027,INC-00001027,2026-05-01T13:18:58Z,2026-05-01T13:58:58Z,2026-05-01T14:04:58Z,2026-05-01T14:28:58Z,2026-05-01T15:01:58Z,,20260501,1315,1,155,4,4,4,16,1,4,5261,1,95.0,40.0,46.0,70.0,103.0,,True,False,False,False,SYNTHETIC_DEMO_DATA
1028,INC-00001028,2025-03-14T09:23:18Z,2025-03-14T09:38:18Z,2025-03-14T10:45:18Z,2025-03-14T13:37:18Z,2025-03-14T18:44:18Z,2025-03-14T20:41:18Z,20250314,920,6,148,35,1,5,6,1,1,4645,1,32.1,15.0,82.0,254.0,561.0,117.0,False,False,False,True,SYNTHETIC_DEMO_DATA
1029,INC-00001029,2026-05-07T17:11:15Z,2026-05-07T19:08:15Z,2026-05-07T19:28:15Z,2026-05-07T20:37:15Z,2026-05-08T08:53:15Z,2026-05-08T16:59:15Z,20260507,1710,2,215,22,1,5,17,2,1,16615,1,32.5,117.0,137.0,206.0,942.0,486.0,False,False,True,True,SYNTHETIC_DEMO_DATA
1030,INC-00001030,2025-09-11T08:55:56Z,2025-09-11T09:20:56Z,2025-09-11T10:10:56Z,2025-09-11T10:52:56Z,2025-09-11T15:34:56Z,2025-09-11T20:43:56Z,20250911,855,7,231,19,3,5,12,1,3,4907,1,69.6,25.0,75.0,117.0,399.0,309.0,False,False,False,True,SYNTHETIC_DEMO_DATA
1031,INC-00001031,2025-11-13T12:51:30Z,2025-11-13T13:48:30Z,2025-11-13T14:38:30Z,2025-11-13T15:24:30Z,2025-11-13T17:02:30Z,,20251113,1250,1,163,12,3,4,5,1,3,7418,1,70.2,57.0,107.0,153.0,251.0,,False,False,False,True,SYNTHETIC_DEMO_DATA
1032,INC-00001032,2025-12-06T20:59:05Z,2025-12-06T21:27:05Z,2025-12-06T21:32:05Z,2025-12-06T22:16:05Z,2025-12-06T23:23:05Z,2025-12-07T04:35:05Z,20251206,2055,4,212,4,3,5,16,2,3,3881,1,82.0,28.0,33.0,77.0,144.0,312.0,False,False,True,True,SYNTHETIC_DEMO_DATA
1033,INC-00001033,2026-03-04T10:44:15Z,2026-03-04T11:18:15Z,2026-03-04T11:46:15Z,2026-03-04T12:45:15Z,2026-03-05T03:58:15Z,2026-03-05T14:40:15Z,20260304,1040,2,151,20,2,5,8,1,2,9390,1,54.3,34.0,62.0,121.0,1034.0,642.0,False,False,False,True,SYNTHETIC_DEMO_DATA
1034,INC-00001034,2025-05-01T14:05:42Z,2025-05-01T14:20:42Z,2025-05-01T14:26:42Z,2025-05-01T22:56:42Z,2025-05-02T00:14:42Z,2025-05-02T08:09:42Z,20250501,1405,1,124,42,1,5,18,1,1,15835,1,50.2,15.0,21.0,531.0,609.0,475.0,True,False,False,True,SYNTHETIC_DEMO_DATA
1035,INC-00001035,2026-06-23T09:21:01Z,2026-06-23T09:34:01Z,2026-06-23T09:53:01Z,2026-06-23T11:28:01Z,2026-06-23T12:03:01Z,,20260623,920,7,212,5,1,4,11,3,1,2753,1,45.5,13.0,32.0,127.0,162.0,,False,False,True,True,SYNTHETIC_DEMO_DATA
1036,INC-00001036,2025-05-21T09:58:30Z,2025-05-21T10:28:30Z,2025-05-21T10:52:30Z,2025-05-21T11:37:30Z,2025-05-21T14:29:30Z,2025-05-21T16:33:30Z,20250521,955,1,22,11,1,5,4,1,1,5991,1,31.5,30.0,54.0,99.0,271.0,124.0,False,False,False,True,SYNTHETIC_DEMO_DATA
1037,INC-00001037,2026-07-03T07:31:29Z,2026-07-03T08:53:29Z,2026-07-03T09:10:29Z,2026-07-03T10:57:29Z,2026-07-03T12:40:29Z,2026-07-03T12:54:29Z,20260703,730,6,100,3,1,5,15,2,1,14974,1,46.0,82.0,99.0,206.0,309.0,14.0,False,False,True,True,SYNTHETIC_DEMO_DATA
1038,INC-00001038,2025-03-14T20:03:07Z,2025-03-14T20:26:07Z,2025-03-14T20:32:07Z,2025-03-15T01:12:07Z,2025-03-15T05:51:07Z,2025-03-15T11:46:07Z,20250314,2000,5,208,9,2,5,9,1,2,1400,1,57.7,23.0,29.0,309.0,588.0,355.0,False,False,False,True,SYNTHETIC_DEMO_DATA
1039,INC-00001039,2026-02-12T23:04:47Z,2026-02-12T23:24:47Z,2026-02-12T23:47:47Z,2026-02-12T23:53:47Z,2026-02-13T02:52:47Z,2026-02-13T06:19:47Z,20260212,2300,1,191,6,3,5,3,1,3,403,1,66.9,20.0,43.0,49.0,228.0,207.0,False,False,False,True,SYNTHETIC_DEMO_DATA
1040,INC-00001040,2026-07-23T19:37:31Z,2026-07-23T19:56:31Z,2026-07-23T20:41:31Z,2026-07-23T22:11:31Z,2026-07-23T23:38:31Z,2026-07-24T01:24:31Z,20260723,1935,7,103,12,2,5,13,1,2,5211,1,49.0,19.0,64.0,154.0,241.0,106.0,False,False,False,True,SYNTHETIC_DEMO_DATA
1041,INC-00001041,2025-10-20T06:33:13Z,2025-10-20T07:00:13Z,2025-10-20T07:08:13Z,2025-10-20T08:09:13Z,2025-10-20T09:48:13Z,2025-10-20T11:53:13Z,20251020,630,1,168,37,2,5,6,1,2,8082,1,61.1,27.0,35.0,96.0,195.0,125.0,False,False,False,True,SYNTHETIC_DEMO_DATA
1042,INC-00001042,2025-05-13T00:47:24Z,2025-05-13T02:00:24Z,2025-05-13T02:42:24Z,2025-05-13T05:23:24Z,2025-05-13T08:36:24Z,2025-05-13T12:26:24Z,20250513,45,3,139,12,2,5,17,1,2,8935,1,42.0,73.0,115.0,276.0,469.0,230.0,False,False,False,True,SYNTHETIC_DEMO_DATA
1043,INC-00001043,2026-05-11T23:56:46Z,2026-05-12T00:09:46Z,2026-05-12T00:47:46Z,2026-05-12T05:06:46Z,2026-05-12T13:13:46Z,2026-05-12T18:07:46Z,20260511,2355,2,153,23,2,5,10,1,2,1479,1,43.4,13.0,51.0,310.0,797.0,294.0,False,False,False,True,SYNTHETIC_DEMO_DATA
1044,INC-00001044,2025-08-15T09:52:06Z,2025-08-15T10:43:06Z,2025-08-15T11:11:06Z,2025-08-15T12:05:06Z,2025-08-15T15:16:06Z,2025-08-16T01:46:06Z,20250815,950,1,167,11,3,5,4,1,3,2038,1,82.2,51.0,79.0,133.0,324.0,630.0,False,False,False,True,SYNTHETIC_DEMO_DATA
1045,INC-00001045,2025-02-04T16:57:32Z,2025-02-04T17:20:32Z,2025-02-04T17:35:32Z,2025-02-04T23:11:32Z,2025-02-05T01:07:32Z,2025-02-05T03:00:32Z,20250204,1655,2,169,23,1,5,13,1,1,10165,1,50.6,23.0,38.0,374.0,490.0,113.0,True,False,False,True,SYNTHETIC_DEMO_DATA
1046,INC-00001046,2025-07-23T17:46:55Z,2025-07-23T18:10:55Z,2025-07-23T18:27:55Z,2025-07-23T22:48:55Z,2025-07-24T00:44:55Z,,20250723,1745,7,66,26,1,4,6,1,1,12404,1,40.3,24.0,41.0,302.0,418.0,,False,False,False,True,SYNTHETIC_DEMO_DATA
1047,INC-00001047,2026-07-17T00:56:56Z,2026-07-17T01:10:56Z,2026-07-17T01:39:56Z,2026-07-17T02:08:56Z,,,20260717,55,5,13,42,2,3,18,0,2,4473,1,44.6,14.0,43.0,72.0,,,False,False,False,False,SYNTHETIC_DEMO_DATA
1048,INC-00001048,2025-03-08T09:46:04Z,2025-03-08T10:16:04Z,2025-03-08T10:24:04Z,2025-03-08T15:35:04Z,2025-03-08T17:51:04Z,,20250308,945,2,43,37,1,4,10,2,1,15991,1,39.2,30.0,38.0,349.0,485.0,,False,False,True,True,SYNTHETIC_DEMO_DATA
1049,INC-00001049,2026-03-10T17:25:16Z,2026-03-10T17:56:16Z,2026-03-10T18:11:16Z,2026-03-11T05:24:16Z,2026-03-11T11:50:16Z,2026-03-11T15:36:16Z,20260310,1725,3,19,30,1,5,3,1,1,17138,1,48.8,31.0,46.0,719.0,1105.0,226.0,False,False,False,True,SYNTHETIC_DEMO_DATA
1050,INC-00001050,2026-03-13T23:13:40Z,2026-03-13T23:17:40Z,2026-03-14T00:15:40Z,2026-03-14T01:58:40Z,2026-03-14T03:50:40Z,,20260313,2310,7,192,2,4,4,17,1,4,2405,1,91.8,4.0,62.0,165.0,277.0,,True,False,False,True,SYNTHETIC_DEMO_DATA
1051,INC-00001051,2025-10-21T10:18:50Z,2025-10-21T11:03:50Z,2025-10-21T11:36:50Z,2025-10-21T14:22:50Z,2025-10-22T16:14:50Z,2025-10-22T21:26:50Z,20251021,1015,3,119,20,1,5,7,2,1,17790,1,41.0,45.0,78.0,244.0,1796.0,312.0,False,False,True,True,SYNTHETIC_DEMO_DATA
1052,INC-00001052,2026-05-14T23:42:43Z,2026-05-15T00:01:43Z,2026-05-15T00:15:43Z,2026-05-15T00:34:43Z,2026-05-15T08:55:43Z,2026-05-15T17:34:43Z,20260514,2340,3,123,40,2,5,1,1,2,643,1,59.4,19.0,33.0,52.0,553.0,519.0,False,False,False,True,SYNTHETIC_DEMO_DATA
1053,INC-00001053,2025-06-24T13:51:05Z,2025-06-24T14:36:05Z,2025-06-24T14:56:05Z,2025-06-24T21:21:05Z,2025-06-25T10:51:05Z,2025-06-25T18:28:05Z,20250624,1350,5,177,34,1,5,11,1,1,11145,1,44.3,45.0,65.0,450.0,1260.0,457.0,False,False,False,True,SYNTHETIC_DEMO_DATA
1054,INC-00001054,2026-04-24T15:47:44Z,2026-04-24T16:06:44Z,2026-04-24T16:17:44Z,2026-04-24T22:13:44Z,,,20260424,1545,7,51,42,4,3,7,0,4,16796,1,100,19.0,30.0,386.0,,,True,False,False,False,SYNTHETIC_DEMO_DATA
1055,INC-00001055,2026-07-12T12:56:40Z,,,,,,20260712,1255,1,66,23,2,1,16,0,2,10608,1,54.5,,,,,,False,False,False,False,SYNTHETIC_DEMO_DATA
1056,INC-00001056,2026-04-24T10:21:17Z,2026-04-24T10:37:17Z,2026-04-24T11:38:17Z,2026-04-24T12:18:17Z,2026-04-24T13:04:17Z,2026-04-24T18:59:17Z,20260424,1020,5,52,33,2,5,9,2,2,15860,1,60.4,16.0,77.0,117.0,163.0,355.0,True,False,True,True,SYNTHETIC_DEMO_DATA
1057,INC-00001057,2025-05-30T15:03:23Z,2025-05-30T15:18:23Z,2025-05-30T15:29:23Z,2025-05-30T16:50:23Z,2025-05-30T21:59:23Z,2025-05-31T00:43:23Z,20250530,1500,1,123,12,2,5,2,1,2,8,1,56.3,15.0,26.0,107.0,416.0,164.0,False,False,False,True,SYNTHETIC_DEMO_DATA
1058,INC-00001058,2025-08-24T10:06:58Z,2025-08-24T12:05:58Z,2025-08-24T12:16:58Z,,,,20250824,1005,1,88,34,2,2,13,0,2,16614,1,52.1,119.0,130.0,,,,False,False,False,False,SYNTHETIC_DEMO_DATA
1059,INC-00001059,2025-06-25T03:26:14Z,2025-06-25T04:13:14Z,2025-06-25T04:42:14Z,2025-06-25T05:59:14Z,2025-06-25T08:22:14Z,2025-06-25T16:45:14Z,20250625,325,4,122,37,1,5,5,4,1,1273,1,50.5,47.0,76.0,153.0,296.0,503.0,False,False,False,True,SYNTHETIC_DEMO_DATA
1060,INC-00001060,2026-01-10T00:06:34Z,2026-01-10T00:49:34Z,2026-01-10T00:57:34Z,2026-01-10T02:11:34Z,2026-01-10T10:41:34Z,2026-01-10T15:17:34Z,20260110,5,2,116,37,2,5,17,1,2,6338,1,51.9,43.0,51.0,125.0,635.0,276.0,False,True,False,True,SYNTHETIC_DEMO_DATA
1061,INC-00001061,2026-02-23T01:04:56Z,2026-02-23T01:32:56Z,2026-02-23T01:51:56Z,2026-02-23T02:17:56Z,2026-02-23T11:30:56Z,2026-02-23T17:51:56Z,20260223,100,2,227,24,2,5,10,1,2,12872,1,53.8,28.0,47.0,73.0,626.0,381.0,False,False,False,True,SYNTHETIC_DEMO_DATA
1062,INC-00001062,2026-07-06T02:30:30Z,2026-07-06T02:38:30Z,2026-07-06T03:54:30Z,2026-07-06T04:34:30Z,2026-07-06T09:26:30Z,2026-07-06T11:29:30Z,20260706,230,7,5,40,3,5,4,1,3,1580,1,79.8,8.0,84.0,124.0,416.0,123.0,False,False,False,True,SYNTHETIC_DEMO_DATA
1063,INC-00001063,2025-04-06T09:36:58Z,2025-04-06T09:57:58Z,2025-04-06T10:20:58Z,2025-04-06T10:42:58Z,2025-04-06T12:58:58Z,2025-04-06T19:43:58Z,20250406,935,3,22,45,3,5,15,1,3,6675,1,65.4,21.0,44.0,66.0,202.0,405.0,False,False,False,True,SYNTHETIC_DEMO_DATA
1064,INC-00001064,2026-03-17T16:01:29Z,2026-03-17T16:33:29Z,2026-03-17T16:53:29Z,2026-03-17T17:23:29Z,2026-03-17T18:59:29Z,2026-03-18T02:01:29Z,20260317,1600,1,47,1,2,5,7,1,2,814,1,53.4,32.0,52.0,82.0,178.0,422.0,False,False,False,True,SYNTHETIC_DEMO_DATA
1065,INC-00001065,2026-06-28T10:50:44Z,2026-06-28T11:42:44Z,2026-06-28T12:36:44Z,2026-06-28T14:15:44Z,2026-06-28T15:59:44Z,,20260628,1050,3,80,26,1,4,17,1,1,17842,1,33.7,52.0,106.0,205.0,309.0,,False,False,False,True,SYNTHETIC_DEMO_DATA
1066,INC-00001066,2025-12-27T13:42:40Z,2025-12-27T15:55:40Z,2025-12-27T16:03:40Z,2025-12-27T17:38:40Z,2025-12-27T19:25:40Z,2025-12-28T01:20:40Z,20251227,1340,7,59,28,1,5,10,1,1,7557,1,50.3,133.0,141.0,236.0,343.0,355.0,False,False,False,True,SYNTHETIC_DEMO_DATA
1067,INC-00001067,2026-05-07T09:38:43Z,2026-05-07T09:49:43Z,2026-05-07T10:06:43Z,2026-05-07T11:04:43Z,2026-05-07T13:22:43Z,2026-05-07T20:14:43Z,20260507,935,3,64,5,1,5,3,1,1,383,1,51.2,11.0,28.0,86.0,224.0,412.0,True,False,False,True,SYNTHETIC_DEMO_DATA
1068,INC-00001068,2026-02-14T08:11:26Z,2026-02-14T08:22:26Z,2026-02-14T08:37:26Z,2026-02-14T09:01:26Z,2026-02-14T10:45:26Z,,20260214,810,2,160,29,4,4,17,2,4,6787,1,91.6,11.0,26.0,50.0,154.0,,True,False,True,True,SYNTHETIC_DEMO_DATA
1069,INC-00001069,2025-08-11T16:41:24Z,2025-08-11T18:14:24Z,2025-08-11T18:34:24Z,2025-08-11T23:58:24Z,2025-08-12T01:24:24Z,2025-08-12T10:22:24Z,20250811,1640,1,114,2,1,5,7,1,1,4995,1,40.7,93.0,113.0,437.0,523.0,538.0,False,False,False,True,SYNTHETIC_DEMO_DATA
1070,INC-00001070,2025-06-19T14:12:15Z,2025-06-19T14:43:15Z,2025-06-19T14:55:15Z,2025-06-19T19:58:15Z,2025-06-19T22:29:15Z,2025-06-20T01:57:15Z,20250619,1410,5,86,6,1,5,18,1,1,1746,1,51.4,31.0,43.0,346.0,497.0,208.0,False,False,False,True,SYNTHETIC_DEMO_DATA
1071,INC-00001071,2026-04-13T10:57:26Z,2026-04-13T11:39:26Z,2026-04-13T12:07:26Z,2026-04-13T12:59:26Z,2026-04-13T16:43:26Z,2026-04-13T21:55:26Z,20260413,1055,3,137,44,2,5,12,3,2,7350,1,55.9,42.0,70.0,122.0,346.0,312.0,False,False,True,True,SYNTHETIC_DEMO_DATA
1072,INC-00001072,2026-02-25T14:50:50Z,2026-02-25T15:03:50Z,2026-02-25T15:24:50Z,2026-02-25T16:18:50Z,2026-02-25T19:49:50Z,2026-02-26T03:54:50Z,20260225,1450,6,135,41,2,5,5,3,2,1947,1,41.2,13.0,34.0,88.0,299.0,485.0,False,False,True,True,SYNTHETIC_DEMO_DATA
1073,INC-00001073,2025-06-19T13:39:01Z,2025-06-19T13:51:01Z,2025-06-19T14:19:01Z,2025-06-19T14:55:01Z,2025-06-19T20:03:01Z,2025-06-20T00:53:01Z,20250619,1335,6,75,12,4,5,18,1,4,3357,1,97.6,12.0,40.0,76.0,384.0,290.0,True,False,False,True,SYNTHETIC_DEMO_DATA
