LifecycleKey,IncidentKey,Stage,StageOrder,StageAtUTC,StageDateKey,AnalystKey,MinutesFromPreviousStage,SafeAction
3203,567,Acknowledged,2,2025-04-18T08:42:43Z,20250418,11,27.0,Transição sintética para Acknowledged.
3204,567,Triaged,3,2025-04-18T09:12:43Z,20250418,11,30.0,Transição sintética para Triaged.
3205,567,Contained,4,2025-04-18T18:01:43Z,20250418,11,529.0,Transição sintética para Contained.
3206,567,Resolved,5,2025-04-18T20:34:43Z,20250418,11,153.0,Transição sintética para Resolved.
3207,567,Closed,6,2025-04-19T02:08:43Z,20250419,11,334.0,Transição sintética para Closed.
3208,568,Created,1,2026-03-09T12:21:43Z,20260309,5,,Transição sintética para Created.
3209,568,Acknowledged,2,2026-03-09T12:32:43Z,20260309,5,11.0,Transição sintética para Acknowledged.
3210,568,Triaged,3,2026-03-09T12:44:43Z,20260309,5,12.0,Transição sintética para Triaged.
3211,568,Contained,4,2026-03-09T15:00:43Z,20260309,5,136.0,Transição sintética para Contained.
3212,568,Resolved,5,2026-03-09T19:54:43Z,20260309,5,294.0,Transição sintética para Resolved.
3213,568,Closed,6,2026-03-09T23:41:43Z,20260309,5,227.0,Transição sintética para Closed.
3214,569,Created,1,2026-01-14T19:01:48Z,20260114,17,,Transição sintética para Created.
3215,569,Acknowledged,2,2026-01-14T19:15:48Z,20260114,17,14.0,Transição sintética para Acknowledged.
3216,569,Triaged,3,2026-01-14T20:10:48Z,20260114,17,55.0,Transição sintética para Triaged.
3217,569,Contained,4,2026-01-14T21:30:48Z,20260114,17,80.0,Transição sintética para Contained.
3218,569,Resolved,5,2026-01-14T23:33:48Z,20260114,17,123.0,Transição sintética para Resolved.
3219,569,Closed,6,2026-01-15T08:54:48Z,20260115,17,561.0,Transição sintética para Closed.
3220,570,Created,1,2025-09-21T19:21:36Z,20250921,8,,Transição sintética para Created.
3221,570,Acknowledged,2,2025-09-21T19:45:36Z,20250921,8,24.0,Transição sintética para Acknowledged.
3222,570,Triaged,3,2025-09-21T20:18:36Z,20250921,8,33.0,Transição sintética para Triaged.
3223,570,Contained,4,2025-09-21T21:21:36Z,20250921,8,63.0,Transição sintética para Contained.
3224,570,Resolved,5,2025-09-22T02:31:36Z,20250922,8,310.0,Transição sintética para Resolved.
3225,570,Closed,6,2025-09-22T14:17:36Z,20250922,8,706.0,Transição sintética para Closed.
3226,571,Created,1,2026-04-12T15:29:05Z,20260412,1,,Transição sintética para Created.
3227,571,Acknowledged,2,2026-04-12T16:43:05Z,20260412,1,74.0,Transição sintética para Acknowledged.
3228,571,Triaged,3,2026-04-12T16:57:05Z,20260412,1,14.0,Transição sintética para Triaged.
3229,571,Contained,4,2026-04-12T18:30:05Z,20260412,1,93.0,Transição sintética para Contained.
3230,571,Resolved,5,2026-04-12T20:45:05Z,20260412,1,135.0,Transição sintética para Resolved.
3231,571,Closed,6,2026-04-12T23:19:05Z,20260412,1,154.0,Transição sintética para Closed.
3232,572,Created,1,2025-04-26T18:27:03Z,20250426,15,,Transição sintética para Created.
3233,572,Acknowledged,2,2025-04-26T19:00:03Z,20250426,15,33.0,Transição sintética para Acknowledged.
3234,572,Triaged,3,2025-04-26T19:07:03Z,20250426,15,7.0,Transição sintética para Triaged.
3235,572,Contained,4,2025-04-26T19:32:03Z,20250426,15,25.0,Transição sintética para Contained.
3236,572,Resolved,5,2025-04-26T21:07:03Z,20250426,15,95.0,Transição sintética para Resolved.
3237,572,Closed,6,2025-04-27T00:04:03Z,20250427,15,177.0,Transição sintética para Closed.
3238,573,Created,1,2026-01-01T06:14:37Z,20260101,7,,Transição sintética para Created.
3239,573,Acknowledged,2,2026-01-01T07:00:37Z,20260101,7,46.0,Transição sintética para Acknowledged.
3240,573,Triaged,3,2026-01-01T07:27:37Z,20260101,7,27.0,Transição sintética para Triaged.
3241,573,Contained,4,2026-01-01T08:08:37Z,20260101,7,41.0,Transição sintética para Contained.
3242,573,Resolved,5,2026-01-01T10:53:37Z,20260101,7,165.0,Transição sintética para Resolved.
3243,573,Closed,6,2026-01-01T21:15:37Z,20260101,7,622.0,Transição sintética para Closed.
3244,574,Created,1,2026-01-12T16:39:44Z,20260112,16,,Transição sintética para Created.
3245,574,Acknowledged,2,2026-01-12T16:58:44Z,20260112,16,19.0,Transição sintética para Acknowledged.
3246,574,Triaged,3,2026-01-12T17:09:44Z,20260112,16,11.0,Transição sintética para Triaged.
3247,574,Contained,4,2026-01-12T20:58:44Z,20260112,16,229.0,Transição sintética para Contained.
3248,574,Resolved,5,2026-01-13T06:19:44Z,20260113,16,561.0,Transição sintética para Resolved.
3249,575,Created,1,2025-09-09T07:59:58Z,20250909,9,,Transição sintética para Created.
3250,575,Acknowledged,2,2025-09-09T08:07:58Z,20250909,9,8.0,Transição sintética para Acknowledged.
3251,575,Triaged,3,2025-09-09T08:12:58Z,20250909,9,5.0,Transição sintética para Triaged.
3252,575,Contained,4,2025-09-09T09:58:58Z,20250909,9,106.0,Transição sintética para Contained.
3253,575,Resolved,5,2025-09-09T21:19:58Z,20250909,9,681.0,Transição sintética para Resolved.
3254,575,Closed,6,2025-09-10T02:52:58Z,20250910,9,333.0,Transição sintética para Closed.
3255,576,Created,1,2025-02-18T17:30:08Z,20250218,3,,Transição sintética para Created.
3256,576,Acknowledged,2,2025-02-18T17:53:08Z,20250218,3,23.0,Transição sintética para Acknowledged.
3257,576,Triaged,3,2025-02-18T18:17:08Z,20250218,3,24.0,Transição sintética para Triaged.
3258,576,Contained,4,2025-02-18T18:54:08Z,20250218,3,37.0,Transição sintética para Contained.
3259,576,Resolved,5,2025-02-19T00:08:08Z,20250219,3,314.0,Transição sintética para Resolved.
3260,577,Created,1,2025-12-08T12:21:44Z,20251208,15,,Transição sintética para Created.
3261,577,Acknowledged,2,2025-12-08T12:32:44Z,20251208,15,11.0,Transição sintética para Acknowledged.
3262,577,Triaged,3,2025-12-08T13:20:44Z,20251208,15,48.0,Transição sintética para Triaged.
3263,577,Contained,4,2025-12-08T14:39:44Z,20251208,15,79.0,Transição sintética para Contained.
3264,578,Created,1,2025-10-02T16:10:10Z,20251002,7,,Transição sintética para Created.
3265,578,Acknowledged,2,2025-10-02T16:20:10Z,20251002,7,10.0,Transição sintética para Acknowledged.
3266,578,Triaged,3,2025-10-02T16:29:10Z,20251002,7,9.0,Transição sintética para Triaged.
3267,578,Contained,4,2025-10-02T20:17:10Z,20251002,7,228.0,Transição sintética para Contained.
3268,578,Resolved,5,2025-10-03T01:04:10Z,20251003,7,287.0,Transição sintética para Resolved.
3269,578,Closed,6,2025-10-03T02:51:10Z,20251003,7,107.0,Transição sintética para Closed.
3270,579,Created,1,2026-06-04T12:58:21Z,20260604,18,,Transição sintética para Created.
3271,579,Acknowledged,2,2026-06-04T13:11:21Z,20260604,18,13.0,Transição sintética para Acknowledged.
3272,579,Triaged,3,2026-06-04T13:35:21Z,20260604,18,24.0,Transição sintética para Triaged.
3273,579,Contained,4,2026-06-04T14:26:21Z,20260604,18,51.0,Transição sintética para Contained.
3274,579,Resolved,5,2026-06-04T17:04:21Z,20260604,18,158.0,Transição sintética para Resolved.
3275,579,Closed,6,2026-06-04T21:38:21Z,20260604,18,274.0,Transição sintética para Closed.
3276,580,Created,1,2025-08-05T14:37:53Z,20250805,12,,Transição sintética para Created.
3277,580,Acknowledged,2,2025-08-05T15:07:53Z,20250805,12,30.0,Transição sintética para Acknowledged.
3278,580,Triaged,3,2025-08-05T15:28:53Z,20250805,12,21.0,Transição sintética para Triaged.
3279,580,Contained,4,2025-08-05T18:26:53Z,20250805,12,178.0,Transição sintética para Contained.
3280,580,Resolved,5,2025-08-05T18:42:53Z,20250805,12,16.0,Transição sintética para Resolved.
3281,580,Closed,6,2025-08-06T03:04:53Z,20250806,12,502.0,Transição sintética para Closed.
3282,581,Created,1,2025-03-23T17:51:51Z,20250323,4,,Transição sintética para Created.
3283,581,Acknowledged,2,2025-03-23T18:03:51Z,20250323,4,12.0,Transição sintética para Acknowledged.
3284,581,Triaged,3,2025-03-23T18:19:51Z,20250323,4,16.0,Transição sintética para Triaged.
3285,581,Contained,4,2025-03-23T19:15:51Z,20250323,4,56.0,Transição sintética para Contained.
3286,581,Resolved,5,2025-03-23T23:01:51Z,20250323,4,226.0,Transição sintética para Resolved.
3287,581,Closed,6,2025-03-24T08:47:51Z,20250324,4,586.0,Transição sintética para Closed.
3288,582,Created,1,2026-03-26T02:11:57Z,20260326,14,,Transição sintética para Created.
3289,582,Acknowledged,2,2026-03-26T02:39:57Z,20260326,14,28.0,Transição sintética para Acknowledged.
3290,582,Triaged,3,2026-03-26T02:58:57Z,20260326,14,19.0,Transição sintética para Triaged.
3291,582,Contained,4,2026-03-26T06:45:57Z,20260326,14,227.0,Transição sintética para Contained.
3292,582,Resolved,5,2026-03-26T11:04:57Z,20260326,14,259.0,Transição sintética para Resolved.
3293,582,Closed,6,2026-03-26T21:42:57Z,20260326,14,638.0,Transição sintética para Closed.
3294,583,Created,1,2025-10-10T17:04:18Z,20251010,10,,Transição sintética para Created.
3295,583,Acknowledged,2,2025-10-10T17:21:18Z,20251010,10,17.0,Transição sintética para Acknowledged.
3296,583,Triaged,3,2025-10-10T17:37:18Z,20251010,10,16.0,Transição sintética para Triaged.
3297,583,Contained,4,2025-10-10T18:22:18Z,20251010,10,45.0,Transição sintética para Contained.
3298,583,Resolved,5,2025-10-10T19:04:18Z,20251010,10,42.0,Transição sintética para Resolved.
3299,583,Closed,6,2025-10-11T02:43:18Z,20251011,10,459.0,Transição sintética para Closed.
3300,584,Created,1,2025-11-21T11:52:02Z,20251121,1,,Transição sintética para Created.
3301,584,Acknowledged,2,2025-11-21T12:00:02Z,20251121,1,8.0,Transição sintética para Acknowledged.
3302,584,Triaged,3,2025-11-21T12:42:02Z,20251121,1,42.0,Transição sintética para Triaged.
3303,584,Contained,4,2025-11-21T15:22:02Z,20251121,1,160.0,Transição sintética para Contained.
3304,584,Resolved,5,2025-11-21T17:10:02Z,20251121,1,108.0,Transição sintética para Resolved.
3305,584,Closed,6,2025-11-22T04:09:02Z,20251122,1,659.0,Transição sintética para Closed.
3306,585,Created,1,2025-06-17T23:46:21Z,20250617,11,,Transição sintética para Created.
3307,585,Acknowledged,2,2025-06-18T00:47:21Z,20250618,11,61.0,Transição sintética para Acknowledged.
3308,585,Triaged,3,2025-06-18T01:04:21Z,20250618,11,17.0,Transição sintética para Triaged.
3309,585,Contained,4,2025-06-18T02:11:21Z,20250618,11,67.0,Transição sintética para Contained.
3310,585,Resolved,5,2025-06-18T13:50:21Z,20250618,11,699.0,Transição sintética para Resolved.
3311,585,Closed,6,2025-06-19T00:41:21Z,20250619,11,651.0,Transição sintética para Closed.
3312,586,Created,1,2025-06-28T08:36:33Z,20250628,4,,Transição sintética para Created.
3313,586,Acknowledged,2,2025-06-28T08:50:33Z,20250628,4,14.0,Transição sintética para Acknowledged.
3314,586,Triaged,3,2025-06-28T08:57:33Z,20250628,4,7.0,Transição sintética para Triaged.
3315,586,Contained,4,2025-06-28T11:21:33Z,20250628,4,144.0,Transição sintética para Contained.
3316,586,Resolved,5,2025-06-28T15:38:33Z,20250628,4,257.0,Transição sintética para Resolved.
3317,586,Closed,6,2025-06-28T19:10:33Z,20250628,4,212.0,Transição sintética para Closed.
3318,587,Created,1,2025-09-30T15:47:42Z,20250930,15,,Transição sintética para Created.
3319,587,Acknowledged,2,2025-09-30T16:05:42Z,20250930,15,18.0,Transição sintética para Acknowledged.
3320,587,Triaged,3,2025-09-30T16:35:42Z,20250930,15,30.0,Transição sintética para Triaged.
3321,587,Contained,4,2025-09-30T19:17:42Z,20250930,15,162.0,Transição sintética para Contained.
3322,587,Resolved,5,2025-09-30T19:56:42Z,20250930,15,39.0,Transição sintética para Resolved.
3323,587,Closed,6,2025-09-30T23:28:42Z,20250930,15,212.0,Transição sintética para Closed.
3324,588,Created,1,2025-03-26T13:49:49Z,20250326,10,,Transição sintética para Created.
3325,588,Acknowledged,2,2025-03-26T14:04:49Z,20250326,10,15.0,Transição sintética para Acknowledged.
3326,588,Triaged,3,2025-03-26T14:22:49Z,20250326,10,18.0,Transição sintética para Triaged.
3327,588,Contained,4,2025-03-26T14:57:49Z,20250326,10,35.0,Transição sintética para Contained.
3328,588,Resolved,5,2025-03-26T19:51:49Z,20250326,10,294.0,Transição sintética para Resolved.
3329,589,Created,1,2025-04-30T16:37:35Z,20250430,1,,Transição sintética para Created.
3330,589,Acknowledged,2,2025-04-30T17:21:35Z,20250430,1,44.0,Transição sintética para Acknowledged.
3331,589,Triaged,3,2025-04-30T17:28:35Z,20250430,1,7.0,Transição sintética para Triaged.
3332,589,Contained,4,2025-04-30T19:32:35Z,20250430,1,124.0,Transição sintética para Contained.
3333,589,Resolved,5,2025-05-01T06:27:35Z,20250501,1,655.0,Transição sintética para Resolved.
3334,589,Closed,6,2025-05-01T09:31:35Z,20250501,1,184.0,Transição sintética para Closed.
3335,590,Created,1,2026-07-02T09:43:36Z,20260702,12,,Transição sintética para Created.
3336,590,Acknowledged,2,2026-07-02T09:53:36Z,20260702,12,10.0,Transição sintética para Acknowledged.
3337,590,Triaged,3,2026-07-02T10:19:36Z,20260702,12,26.0,Transição sintética para Triaged.
3338,590,Contained,4,2026-07-02T12:04:36Z,20260702,12,105.0,Transição sintética para Contained.
3339,590,Resolved,5,2026-07-02T14:51:36Z,20260702,12,167.0,Transição sintética para Resolved.
3340,590,Closed,6,2026-07-03T00:33:36Z,20260703,12,582.0,Transição sintética para Closed.
3341,591,Created,1,2025-06-19T07:04:50Z,20250619,5,,Transição sintética para Created.
3342,591,Acknowledged,2,2025-06-19T08:12:50Z,20250619,5,68.0,Transição sintética para Acknowledged.
3343,591,Triaged,3,2025-06-19T08:35:50Z,20250619,5,23.0,Transição sintética para Triaged.
3344,591,Contained,4,2025-06-19T10:00:50Z,20250619,5,85.0,Transição sintética para Contained.
3345,591,Resolved,5,2025-06-19T17:16:50Z,20250619,5,436.0,Transição sintética para Resolved.
3346,591,Closed,6,2025-06-20T04:45:50Z,20250620,5,689.0,Transição sintética para Closed.
3347,592,Created,1,2025-03-24T12:31:18Z,20250324,16,,Transição sintética para Created.
3348,592,Acknowledged,2,2025-03-24T13:42:18Z,20250324,16,71.0,Transição sintética para Acknowledged.
3349,592,Triaged,3,2025-03-24T13:59:18Z,20250324,16,17.0,Transição sintética para Triaged.
3350,592,Contained,4,2025-03-24T16:24:18Z,20250324,16,145.0,Transição sintética para Contained.
3351,592,Resolved,5,2025-03-24T22:24:18Z,20250324,16,360.0,Transição sintética para Resolved.
3352,592,Closed,6,2025-03-25T09:18:18Z,20250325,16,654.0,Transição sintética para Closed.
3353,593,Created,1,2026-06-06T11:36:13Z,20260606,9,,Transição sintética para Created.
3354,593,Acknowledged,2,2026-06-06T12:14:13Z,20260606,9,38.0,Transição sintética para Acknowledged.
3355,593,Triaged,3,2026-06-06T12:19:13Z,20260606,9,5.0,Transição sintética para Triaged.
3356,593,Contained,4,2026-06-06T13:10:13Z,20260606,9,51.0,Transição sintética para Contained.
3357,593,Resolved,5,2026-06-06T18:30:13Z,20260606,9,320.0,Transição sintética para Resolved.
3358,594,Created,1,2025-11-14T12:21:43Z,20251114,6,,Transição sintética para Created.
3359,594,Acknowledged,2,2025-11-14T12:52:43Z,20251114,6,31.0,Transição sintética para Acknowledged.
3360,594,Triaged,3,2025-11-14T13:06:43Z,20251114,6,14.0,Transição sintética para Triaged.
3361,594,Contained,4,2025-11-14T13:59:43Z,20251114,6,53.0,Transição sintética para Contained.
3362,594,Resolved,5,2025-11-14T14:32:43Z,20251114,6,33.0,Transição sintética para Resolved.
3363,594,Closed,6,2025-11-14T22:13:43Z,20251114,6,461.0,Transição sintética para Closed.
3364,595,Created,1,2026-06-26T15:34:58Z,20260626,13,,Transição sintética para Created.
3365,596,Created,1,2025-09-12T10:17:42Z,20250912,8,,Transição sintética para Created.
3366,596,Acknowledged,2,2025-09-12T10:31:42Z,20250912,8,14.0,Transição sintética para Acknowledged.
3367,596,Triaged,3,2025-09-12T10:45:42Z,20250912,8,14.0,Transição sintética para Triaged.
3368,596,Contained,4,2025-09-12T11:38:42Z,20250912,8,53.0,Transição sintética para Contained.
3369,596,Resolved,5,2025-09-12T14:22:42Z,20250912,8,164.0,Transição sintética para Resolved.
3370,596,Closed,6,2025-09-12T20:51:42Z,20250912,8,389.0,Transição sintética para Closed.
3371,597,Created,1,2025-04-12T07:21:03Z,20250412,0,,Transição sintética para Created.
3372,597,Acknowledged,2,2025-04-12T08:51:03Z,20250412,0,90.0,Transição sintética para Acknowledged.
3373,597,Triaged,3,2025-04-12T09:27:03Z,20250412,0,36.0,Transição sintética para Triaged.
3374,597,Contained,4,2025-04-12T09:40:03Z,20250412,0,13.0,Transição sintética para Contained.
3375,597,Resolved,5,2025-04-12T13:11:03Z,20250412,0,211.0,Transição sintética para Resolved.
3376,597,Closed,6,2025-04-12T15:06:03Z,20250412,0,115.0,Transição sintética para Closed.
3377,598,Created,1,2025-06-07T12:25:43Z,20250607,10,,Transição sintética para Created.
3378,598,Acknowledged,2,2025-06-07T12:52:43Z,20250607,10,27.0,Transição sintética para Acknowledged.
3379,598,Triaged,3,2025-06-07T13:17:43Z,20250607,10,25.0,Transição sintética para Triaged.
3380,599,Created,1,2025-06-24T07:42:17Z,20250624,6,,Transição sintética para Created.
3381,599,Acknowledged,2,2025-06-24T08:04:17Z,20250624,6,22.0,Transição sintética para Acknowledged.
3382,599,Triaged,3,2025-06-24T08:13:17Z,20250624,6,9.0,Transição sintética para Triaged.
3383,599,Contained,4,2025-06-24T12:55:17Z,20250624,6,282.0,Transição sintética para Contained.
3384,599,Resolved,5,2025-06-24T13:41:17Z,20250624,6,46.0,Transição sintética para Resolved.
3385,599,Closed,6,2025-06-24T18:51:17Z,20250624,6,310.0,Transição sintética para Closed.
3386,600,Created,1,2025-02-24T00:13:26Z,20250224,18,,Transição sintética para Created.
3387,600,Acknowledged,2,2025-02-24T00:18:26Z,20250224,18,5.0,Transição sintética para Acknowledged.
3388,600,Triaged,3,2025-02-24T01:07:26Z,20250224,18,49.0,Transição sintética para Triaged.
3389,600,Contained,4,2025-02-24T01:38:26Z,20250224,18,31.0,Transição sintética para Contained.
